_id,Source,Source_ID,Location,Artist,Title,Medium,ArtForm,Status,ImageName,ImageURL,ThumbURL,ImageAltText,WARD,WARD_FULLNAME,YEAR_INSTALLED,Description,OwnedBy,CommissionedBy,PublicArtConsultant,ImageOrientation,ExternalLink,ExternalLinkText,geometry
154,Percent for Public Art Commissions Donated to the City,98069,Canoe Landing Park,"Coupland, Douglas",The Terry Fox Miracle Mile,NA,None,Existing,TerryFox.jpg,https://www.toronto.ca/ext/pln/publicart/TerryFox.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/TerryFox.jpg,None,10,Spadina-Fort York,2009,"This one-mile run is a monument to Canadian athlete Terry Fox. At the age of 18, Terry lost his leg to cancer. Believing that the only thing that can provide hope to a person with cancer is research, he decided to raise money by running a ""Marathon of Hope"" - one marathon (26.2 miles) a day, from St. John's, NL, to Vancouver, B.C.  Between April 12 and September 1, 1980, Terry made it two-thirds of the way across Canada - 3,339 miles, close to 143 marathons in a row - before his cancer returned and stopped the run. Nobody in recorded history has ever run as many consecutive marathons. Terry died within the year, on June 28, 1981. Partly because of the money he raised, and the money the Terry Fox Foundation raises annually with its run, Terry would not only be alive today were he to have the same cancer, but he would also have his leg. If there's a miracle to Terry's run, it is the miracle of perseverance, courage and grace in the face of unthinkable odds. Two laps of this park (marked with maple leaves), equals one mile. Please experience it as you will, and along the way, contemplate photos of items from Terry's family's collection and more thoughts about Terry and his 1980 run. - Douglas Coupland",None,Concord Adex Development Corporation,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.397085, 43.639534]]}"
155,Percent for Public Art - Private Developer Program,2100,2 Queen Street East,"Von Tiesenhausen, Peter",The Watchers - Full Circle,"Cast Iron, Granite",None,Existing,TheWatchersFullCircle.jpg,https://www.toronto.ca/ext/pln/publicart/TheWatchersFullCircle.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/TheWatchersFullCircle.jpg,None,13,Toronto Centre,2002,None,None,Brookfield Development Corporation,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.378271, 43.652752]]}"
156,Percent for Public Art - Private Developer Program,3066,"210 Victoria Street, Pantages and Opus Condominium Tower","Snow, Michael",The Windows Suite,Light,None,Existing,TheWindowSuite.jpg,https://www.toronto.ca/ext/pln/publicart/TheWindowSuite.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/TheWindowSuite.jpg,None,13,Toronto Centre,2006,None,None,Intracorp Projects Limited,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.37920732, 43.65471137]]}"
157,Percent for Public Art - Private Developer Program,97101,"York Street South of Front Street, York Street Teamway","Houle, Robert",The York Teamway,Inlaid Bronze,None,Existing,YorkTeamway.jpg,https://www.toronto.ca/ext/pln/publicart/YorkTeamway.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/YorkTeamway.jpg,None,10,Spadina-Fort York,1997,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.381961, 43.644707]]}"
158,Percent for Public Art - Private Developer Program,6066,"80 John Street, Festival Tower","Carl, James",Thing's End,None,None,Existing,Carl_Things_End.jpg,https://www.toronto.ca/ext/pln/publicart/Carl_Things_End.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Carl_Things_End.jpg,None,10,Spadina-Fort York,2012,None,None,The Daniels Corporation,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.389924, 43.64692]]}"
159,Percent for Public Art - Private Developer Program,96100,25 Sheppard Avenue West,"Golden, Brad / Eichenberg, Lynne",Time Cones,Stainless Steel and Plants,None,Existing,TimeCones.jpg,https://www.toronto.ca/ext/pln/publicart/TimeCones.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/TimeCones.jpg,None,18,Willowdale,1996,"Through its distinctive forms and combination of stainless steel and plant materials, Time Cones mark the entrance plaza of this office tower. Incised into the spiral ribbon of the large cone and the top ring of the planter cones, a text by renowned poet Christopher Dewdney describes the geological strata of the site and lists the glacial lakes which once covered the local landscape.  Time Cones act as both urban landmark and garden element, participating in the relationship between landscape, art, and architecture in the City of North York.",None,H&R Developments,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.41216726, 43.76082495]]}"
160,Percent for Public Art - Private Developer Program,97079,10 Scrivener Square,"Fones, Robert /  Teeple, Stephen",Tipping Fountain,"Bronze, Concrete, Granite",None,Existing,WaterTables1.jpg,https://www.toronto.ca/ext/pln/publicart/WaterTables1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/WaterTables1.jpg,None,11,University-Rosedale,2004,None,None,Woodcliffe Corporation,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.390545, 43.6808]]}"
161,Percent for Public Art Commissions Donated to the City,98069,Canoe Landing Park,"Coupland, Douglas",Tom Thomson's Canoe,None,None,Existing,Coupland_ThomThomsonsCanoe2.jpg,https://www.toronto.ca/ext/pln/publicart/Coupland_ThomThomsonsCanoe2.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Coupland_ThomThomsonsCanoe2.jpg,None,10,Spadina-Fort York,2009,"Viewed by millions of motorists travelling the Gardiner Expressway and walking in and around Canoe Landing Park, Douglas Coupland's startling red canoe serves as a symbolic entrance marker to the heart of downtown Toronto. Constructed as part of a comprehensive program of artwork for the park, this canoe is perched over the edge of a landscaped berm that was built using excavated materials from the construction of Concord CityPlace.",None,Concord Adex Development Corporation,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.396712, 43.638514]]}"
162,Percent for Public Art - Private Developer Program,9101,6023 Steeles Avenue East,"Martin, Dean",Toronto 360,Steel,None,Existing,TO360.jpg,https://www.toronto.ca/ext/pln/publicart/TO360.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/TO360.jpg,None,23,Scarborough North,2013,None,None,M&R Holdings and Baif Developments Limited,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.252428, 43.835899]]}"
163,Percent for Public Art - Private Developer Program,12059,120 Bremner Boulevard,"Marman, Jennifer / Borins, Daniel  / Khamsi, James  (FIRM a.d.)",Torque,None,None,Existing,Torque.jpg,https://www.toronto.ca/ext/pln/publicart/Torque.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Torque.jpg,None,10,Spadina-Fort York,TBD,None,None,GWL Realty Advisors,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.384312, 43.643155]]}"
164,Percent for Public Art - Private Developer Program,7102,5791 Yonge Street,"Covit, Linda",Tracings,None,None,Existing,tracings.jpg,https://www.toronto.ca/ext/pln/publicart/tracings.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/tracings.jpg,None,18,Willowdale,2010,This multi-?component artwork is integrated into the landscape design and façade of the building. The artwork components situated within the planter elements frame the main entrance and provide an elegant and sophisticated address. The rhythmic lighting components of the artwork complement the building façade and extend the artwork across the project site as a means of engaging building residents and pedestrians.,None,Menkes Developments Limited,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.41604, 43.783997]]}"
165,Percent for Public Art - Private Developer Program,92128,"200 Front Street West, Simcoe Place","Astman, Barbara",Tribute,Etched Glass,None,Existing,Tribute.jpg,https://www.toronto.ca/ext/pln/publicart/Tribute.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Tribute.jpg,None,10,Spadina-Fort York,1995,None,None,Cadillac Faiview,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.38614, 43.644737]]}"
166,Percent for Public Art - Private Developer Program,98005,"1 Blue Jays Way, Rogers Centre","Haufschild, Lutz",Tribute to Baseball,Tempered Glass,None,Existing,TributeToBaseball3.jpg,https://www.toronto.ca/ext/pln/publicart/TributeToBaseball3.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/TributeToBaseball3.jpg,None,10,Spadina-Fort York,1990,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.388033, 43.641168]]}"
167,Percent for Public Art - Private Developer Program,97100,"222 Bremner Boulevard, Metropolitan Toronto Convention Centre",Fastwürms,Turtle Pond,Terazzo Floor,None,Existing,TurtlePond3.jpg,https://www.toronto.ca/ext/pln/publicart/TurtlePond3.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/TurtlePond3.jpg,None,10,Spadina-Fort York,1997,None,None,Metropolitan Toronto Convention Centre,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.38527, 43.643041]]}"
168,Percent for Public Art - Private Developer Program,13010,"333 Bay Street, Bay Adelaide Centre","Lexier, Micah",Two Circles,None,None,Existing,TwoCircles1.jpg,https://www.toronto.ca/ext/pln/publicart/TwoCircles1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/TwoCircles1.jpg,Photo of mosaic wall mural of a black circle on a white background. Located in the lobby of the office tower.,13,Toronto Centre,2016,"Two Circles at 22 Adelaide Street West, won an Award of Excellence at the 2017 Urban Design Awards.",None,Brookfield Realty,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.38035554, 43.65037603]]}"
169,Percent for Public Art - Private Developer Program,951116,"100 Princes' Boulevard, Enercare Centre, Exhibition Place","Mann Inc., Kurtz",Universal Link,None,None,Existing,UniversalLink.jpg,https://www.toronto.ca/ext/pln/publicart/UniversalLink.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/UniversalLink.jpg,None,10,Spadina-Fort York,1997,None,None,Metro Toronto and Exhibition Place,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.41255158, 43.63453029]]}"
170,Percent for Public Art - Private Developer Program,1100,"118 Yorkville Avenue, The Hazelton Hotel Porte-Cochere","Goodman, Jeff",Untitled,None,None,Existing,Goodman_Untitled_Hazelton_Hotel_and_Residences_1.jpg,https://www.toronto.ca/ext/pln/publicart/Goodman_Untitled_Hazelton_Hotel_and_Residences_1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Goodman_Untitled_Hazelton_Hotel_and_Residences_1.jpg,None,11,University-Rosedale,2002,None,None,The Starwood Group,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.393997, 43.670665]]}"
171,Percent for Public Art - Private Developer Program,1100,"12 Kenaston Gardens, Kenaston Gardens Parkette","Reitzenstein, Reinhard",Untitled,Glass,None,Existing,kenastongdns.jpg,https://www.toronto.ca/ext/pln/publicart/kenastongdns.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/kenastongdns.jpg,None,17,Don Valley North,2002,None,None,The Starwood Group,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.386291, 43.76633]]}"
172,Percent for Public Art - Private Developer Program,1068,"318 Wellington Street West, the SoHo Hotel & Residences","Chihuly, Dale",Untitled (Ceiling),Glass,None,Existing,Chihuly_Ceiling_5.jpg,https://www.toronto.ca/ext/pln/publicart/Chihuly_Ceiling_5.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Chihuly_Ceiling_5.jpg,None,10,Spadina-Fort York,2003,None,None,The Starwood Group,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.39223, 43.64481]]}"
173,Percent for Public Art - Private Developer Program,11055,"56 Blue Jays Way, Bisha Hotel and Residences","Kaneko, Jun",Untitled (Heads),None,None,Existing,UntitledHeads.jpg,https://www.toronto.ca/ext/pln/publicart/UntitledHeads.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/UntitledHeads.jpg,None,10,Spadina-Fort York,2017,"Axial to Mercer Street and framing the entrance of the Bisha Hotel, two large, polychrome, bronze heads - one with facial features defined, one without - welcome guests of the Hotel, while providing figurative animation to the adjacent streetscape.",None,Lifetime 56 Blue Jays Way Incorporated,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.39228318, 43.64536038]]}"
174,Percent for Public Art Commissions Donated to the City,92128,"200 Front Street West, Simcoe Place","Kapoor, Anish",Untitled (Mountain),Aluminum,None,Existing,mountain.jpg,https://www.toronto.ca/ext/pln/publicart/mountain.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/mountain.jpg,None,10,Spadina-Fort York,1995,None,None,Cadillac Faiview,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.386903, 43.644837]]}"
175,Percent for Public Art - Private Developer Program,87100,"1055 Bay Street, The Polo Club 1","Bowers, Robert",Untitled,"Bronze, Marble",None,Existing,Robert_Bowers.jpg,https://www.toronto.ca/ext/pln/publicart/Robert_Bowers.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Robert_Bowers.jpg,None,13,Toronto Centre,1987,None,None,The Starwood Group,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.387531, 43.666815]]}"
176,Percent for Public Art - Private Developer Program,93101,"38 Avenue Road, The Prince Arthur Condos","Schelle, Susan / Gomes, Mark",Untitled,Granite,None,Existing,Schelle_Gomes.jpg,https://www.toronto.ca/ext/pln/publicart/Schelle_Gomes.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Schelle_Gomes.jpg,None,11,University-Rosedale,1993,None,None,The Starwood Group,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.395108, 43.670218]]}"
177,Percent for Public Art - Private Developer Program,9033,"300 Front Street West, Ripley's Aquarium of Canada","Awad, Micheal / Rokeby, David",Untitled (Ripley's Aquarium),None,None,Existing,Schooling_Image.jpg,https://www.toronto.ca/ext/pln/publicart/Schooling_Image.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Schooling_Image.jpg,None,10,Spadina-Fort York,2013,None,None,Ripley's Aquarium of Canada,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.386629, 43.642112]]}"
178,Percent for Public Art - Private Developer Program,4015,"180 Queen Street West, Federal Court House","Tod, Joanne",Untitled (Scales),None,None,Existing,Tod_Untitled_Federal_Court_House.jpg,https://www.toronto.ca/ext/pln/publicart/Tod_Untitled_Federal_Court_House.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Tod_Untitled_Federal_Court_House.jpg,None,10,Spadina-Fort York,2006,None,None,GWL Realty Advisors,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.387764, 43.65074]]}"
179,Percent for Public Art - Private Developer Program,99101,"10 Old Mill Trail, The Kensington on Old Mill",Leo M. van der Ham,Untitled (The Kensington on Old Mill),Metal,None,Existing,LeoVanDerHam.jpg,https://www.toronto.ca/ext/pln/publicart/LeoVanDerHam.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/LeoVanDerHam.jpg,None,3,Etobicoke-Lakeshore,1999,None,None,Monarch Development Corporation,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.495917, 43.65017]]}"
180,Percent for Public Art - Private Developer Program,5110,"60 Byng Avenue, The Monet","Kipps, Paul / Whiten, Colette",Untitled (The Monet - Bridge),None,None,Existing,UntitledTheMonetBridge.jpg,https://www.toronto.ca/ext/pln/publicart/UntitledTheMonetBridge.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/UntitledTheMonetBridge.jpg,None,18,Willowdale,2005,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.412753, 43.77735]]}"
